"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
27,"No","Rarely","R&D",9,"Bachelor","Marketing","Very High","Male","High","1","SalesRep","Medium","Single",2024,6,"Yes",18,"Very High","1",6,1,"Low",2,2,2,2
28,"No","Non-Travel","R&D",21,"Bachelor","Marketing","High","Male","High","1","SalesRep","Very High","Married",2713,1,"Yes",11,"High","1",5,2,"Low",5,2,0,2
57,"No","Non-Travel","R&D",24,"College","Other","High","Male","Very High","3","SalesExec","Very High","Single",9439,3,"No",16,"Medium","1",12,2,"Low",5,3,1,4
27,"No","Rarely","R&D",3,"Bachelor","Marketing","High","Male","Medium","1","SalesRep","High","Single",2566,1,"No",15,"Very High","1",1,2,"Medium",1,1,0,1
50,"No","Non-Travel","R&D",11,"Bachelor","Other","High","Female","High","5","ManufacturingDir","Medium","Divorced",19926,3,"Yes",15,"Medium","0",21,5,"High",5,4,4,4
41,"No","Non-Travel","R&D",14,"Bachelor","Other","Low","Male","High","1","SalesRep","High","Single",2451,4,"Yes",12,"Low","1",13,2,"High",9,8,1,8
30,"No","Non-Travel","HR",5,"Bachelor","Other","Medium","Female","High","3","ResearchDir","Very High","Married",9419,2,"Yes",12,"High","1",12,2,"High",10,9,7,4
38,"No","Non-Travel","HR",1,"Master","Other","Low","Female","Medium","2","ResearchDir","Very High","Divorced",8686,4,"Yes",22,"High","0",12,2,"Very High",8,3,0,7
32,"No","Non-Travel","R&D",6,"Doctor","Other","High","Male","High","1","SalesRep","High","Divorced",3038,3,"Yes",20,"Low","0",8,2,"High",5,4,1,4
27,"No","Non-Travel","R&D",17,"Bachelor","HR","High","Male","High","1","SalesRep","Medium","Married",3058,0,"No",16,"Very High","1",6,3,"Medium",5,2,1,1
19,"Yes","Frequently","HR",1,"Below College","HR","High","Female","Low","1","HR Personnel","Low","Divorced",2325,0,"Yes",21,"Low","0",1,5,"Very High",0,0,0,0
36,"No","Frequently","R&D",3,"College","Marketing","Very High","Male","High","1","LabTech","Medium","Divorced",2088,4,"Yes",12,"High","0",13,3,"Medium",8,7,7,2
30,"No","Rarely","R&D",9,"Bachelor","Marketing","High","Male","High","2","LabTech","Low","Single",3072,1,"Yes",11,"High","2",12,4,"High",12,9,6,10
45,"No","Non-Travel","HR",4,"College","Other","High","Female","High","2","ResearchDir","Low","Single",5006,4,"No",11,"Low","1",9,3,"Very High",5,4,0,3
56,"No","Non-Travel","R&D",8,"Bachelor","Other","High","Female","High","1","SalesRep","Low","Single",4257,4,"No",18,"High","1",19,3,"High",2,2,2,2
33,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Male","High","1","SalesRep","Very High","Divorced",2500,0,"Yes",14,"Low","0",4,2,"Very High",3,1,0,2
19,"Yes","Non-Travel","R&D",2,"Bachelor","Other","Medium","Male","Medium","1","LabTech","Very High","Divorced",1102,1,"Yes",22,"High","0",1,3,"Medium",1,0,1,0
46,"No","Non-Travel","HR",1,"College","Medical","Medium","Female","High","3","ResearchDir","Low","Single",10453,1,"Yes",25,"High","3",24,2,"High",24,13,15,7
38,"No","Non-Travel","R&D",9,"College","Other","High","Female","High","1","LabTech","Very High","Divorced",2288,1,"Yes",12,"High","0",2,3,"High",2,2,2,1
31,"No","Non-Travel","R&D",12,"Below College","Marketing","High","Female","High","1","SalesRep","Very High","Married",3929,8,"No",23,"High","1",7,0,"High",4,2,0,2
34,"No","Non-Travel","R&D",27,"College","Marketing","Very High","Female","High","1","SalesRep","Medium","Divorced",2311,2,"Yes",15,"Very High","0",9,3,"High",3,2,1,2
41,"Yes","Non-Travel","HR",20,"College","Medical","Medium","Female","High","1","HR Personnel","Medium","Divorced",3140,1,"No",22,"Very High","0",4,5,"Medium",4,3,0,2
50,"No","Non-Travel","R&D",1,"Bachelor","Marketing","High","Male","Medium","1","LabTech","High","Married",3690,2,"Yes",15,"Very High","1",5,2,"Medium",3,2,0,2
53,"No","Non-Travel","R&D",13,"College","Marketing","Very High","Female","Very High","2","HealthcareRep","Low","Single",4450,1,"Yes",11,"High","2",5,3,"High",4,2,1,3
33,"No","Non-Travel","R&D",14,"Bachelor","Marketing","Very High","Female","High","1","SalesRep","Medium","Married",2756,1,"Yes",13,"Very High","1",8,5,"High",8,7,1,6
40,"No","Non-Travel","R&D",4,"Below College","Marketing","Very High","Female","High","5","ManufacturingDir","High","Married",19033,1,"Yes",14,"Medium","1",21,2,"High",20,8,9,9
55,"No","Non-Travel","R&D",14,"Master","Marketing","High","Male","Very High","5","Mgr","Medium","Divorced",18722,8,"Yes",11,"Very High","0",36,3,"High",24,15,2,15
34,"No","Frequently","R&D",2,"Below College","Other","Very High","Male","Medium","2","HealthcareRep","High","Married",9547,1,"Yes",17,"High","0",10,2,"Medium",10,9,1,9
51,"No","Non-Travel","R&D",3,"Bachelor","Marketing","Very High","Female","High","4","SalesExec","Medium","Divorced",13734,3,"Yes",18,"High","0",21,6,"High",7,7,1,0
52,"No","Non-Travel","R&D",1,"Master","Other","High","Male","Medium","5","ManufacturingDir","High","Married",19999,0,"Yes",14,"Low","1",34,5,"High",33,18,11,9
27,"No","Non-Travel","R&D",9,"Bachelor","Marketing","Very High","Female","High","1","SalesRep","Medium","Divorced",2279,1,"Yes",16,"Very High","0",7,2,"Medium",7,7,0,3
35,"Yes","Non-Travel","R&D",23,"College","Other","Medium","Male","Medium","2","HealthcareRep","High","Married",5916,3,"No",13,"Low","0",8,1,"High",1,0,0,1
43,"No","Rarely","R&D",7,"Bachelor","Marketing","Very High","Male","Very High","1","SalesRep","Very High","Single",2089,4,"Yes",14,"Very High","3",7,3,"Very High",5,4,2,2
45,"No","Rarely","R&D",2,"College","Marketing","Low","Male","Medium","4","ManufacturingDir","Very High","Married",16792,9,"Yes",23,"Very High","1",22,1,"High",20,8,11,8
37,"No","Non-Travel","R&D",21,"Bachelor","Other","Medium","Male","Very High","1","SalesRep","Low","Married",3564,1,"No",12,"Low","1",8,3,"Medium",8,7,1,7
35,"No","Frequently","R&D",2,"Bachelor","Marketing","Medium","Female","High","2","LabTech","Medium","Divorced",4425,5,"Yes",11,"Very High","0",10,5,"High",6,2,1,2
42,"No","Rarely","R&D",21,"College","Marketing","High","Female","High","2","HealthcareRep","High","Single",5265,2,"Yes",16,"Medium","1",11,5,"High",5,3,0,2
38,"No","Non-Travel","R&D",2,"Master","Other","Very High","Male","High","2","HealthcareRep","High","Married",6553,9,"Yes",14,"Medium","0",14,3,"High",1,0,0,0
38,"No","Non-Travel","R&D",29,"Bachelor","HR","Very High","Male","High","2","HealthcareRep","Very High","Married",6261,3,"Yes",18,"Low","1",9,3,"Low",7,7,1,7
27,"No","Frequently","R&D",1,"Below College","HR","High","Male","Medium","2","HealthcareRep","Low","Married",4298,5,"Yes",19,"High","1",6,1,"High",2,2,2,0
49,"No","Rarely","R&D",18,"Master","Other","Very High","Male","High","2","HealthcareRep","Very High","Single",6804,1,"No",15,"Low","2",7,0,"High",7,7,1,7
34,"No","Frequently","R&D",10,"Master","Marketing","Very High","Male","High","1","SalesRep","High","Single",3815,1,"No",17,"Very High","1",5,4,"Very High",5,3,2,0
40,"No","Non-Travel","R&D",19,"College","Marketing","High","Male","High","2","LabTech","Very High","Married",2741,8,"No",15,"High","1",15,2,"Very High",7,2,3,7
38,"Yes","Non-Travel","R&D",29,"Below College","Marketing","Medium","Male","High","2","SalesExec","Low","Married",6673,7,"No",19,"Medium","0",17,2,"High",1,0,0,0
29,"Yes","Non-Travel","HR",27,"Bachelor","Medical","Medium","Female","High","3","ResearchDir","Very High","Married",7639,1,"Yes",22,"Very High","3",10,3,"Medium",10,4,1,9
22,"No","Non-Travel","R&D",5,"Bachelor","Other","Very High","Male","Very High","1","SalesRep","Medium","Single",2328,1,"No",16,"Low","1",4,2,"Medium",4,2,2,2
36,"No","Frequently","R&D",18,"Below College","Marketing","Medium","Female","High","1","LabTech","Very High","Divorced",2153,1,"Yes",13,"Low","0",8,2,"High",8,1,1,7
40,"No","Rarely","R&D",9,"Doctor","Other","Very High","Male","Medium","2","SalesExec","Very High","Married",4876,9,"Yes",14,"Very High","1",5,5,"Low",3,2,0,2
46,"No","Non-Travel","R&D",1,"Master","Marketing","Very High","Male","High","3","SalesExec","Low","Single",9396,7,"Yes",16,"High","1",17,3,"High",4,2,0,3
32,"Yes","Non-Travel","HR",4,"Master","Marketing","Very High","Male","Low","3","ResearchDir","Very High","Married",10400,1,"Yes",11,"High","0",14,2,"Medium",14,8,9,8
30,"No","Rarely","R&D",1,"Below College","Other","High","Male","Medium","3","HealthcareRep","High","Divorced",8474,1,"Yes",22,"High","0",12,2,"High",11,8,5,8
27,"No","Frequently","HR",20,"Bachelor","Other","Very High","Female","High","2","ResearchDir","High","Divorced",9981,1,"Yes",14,"Very High","0",7,2,"High",7,7,0,7
51,"No","Non-Travel","R&D",8,"Master","Other","Medium","Male","Medium","3","Mgr","Medium","Married",12490,5,"Yes",16,"Very High","2",16,5,"Low",10,9,4,7
30,"Yes","Non-Travel","R&D",3,"Bachelor","HR","Very High","Female","High","1","SalesRep","Low","Divorced",2657,5,"No",11,"High","0",8,5,"High",5,2,0,4
41,"No","Non-Travel","HR",6,"Bachelor","Other","Very High","Female","High","3","ManufacturingDir","Very High","Divorced",13591,3,"No",18,"High","0",16,3,"High",1,0,0,0
30,"Yes","Frequently","HR",26,"Master","Medical","High","Female","Medium","2","ResearchDir","Low","Divorced",6696,5,"Yes",15,"High","0",9,5,"Medium",6,3,0,1
29,"Yes","Non-Travel","R&D",1,"Bachelor","HR","High","Male","High","1","SalesRep","High","Divorced",2058,0,"Yes",14,"Very High","0",7,1,"Medium",6,2,1,5
45,"No","Rarely","HR",6,"Bachelor","Marketing","Very High","Female","Medium","3","ResearchDir","Very High","Divorced",8865,6,"Yes",12,"Very High","0",23,2,"High",19,7,12,8
54,"No","Non-Travel","HR",3,"Bachelor","Medical","Very High","Female","High","2","ResearchDir","Low","Married",5940,2,"Yes",14,"Very High","1",16,4,"High",6,2,0,5
36,"No","Non-Travel","R&D",5,"College","Other","Very High","Male","High","2","LabTech","Medium","Divorced",5914,8,"Yes",16,"Very High","0",16,3,"Very High",13,11,3,7
33,"No","Non-Travel","R&D",4,"Master","Marketing","High","Female","Medium","1","SalesRep","Medium","Married",2622,6,"Yes",21,"Very High","0",7,3,"High",3,2,1,1
37,"No","Frequently","R&D",11,"Bachelor","Tech","Medium","Male","High","3","Mgr","Very High","Single",12185,1,"No",14,"High","3",10,1,"High",10,8,0,7
38,"No","Non-Travel","HR",3,"Bachelor","Other","Low","Male","High","3","ResearchDir","High","Single",10609,0,"Yes",12,"High","2",17,6,"Medium",16,10,5,13
31,"No","Rarely","R&D",1,"Master","Marketing","High","Male","Low","2","HealthcareRep","High","Married",4345,0,"Yes",12,"Very High","1",6,2,"High",5,4,1,4
59,"No","Non-Travel","R&D",3,"Bachelor","Other","High","Male","Medium","1","SalesRep","Very High","Married",2177,3,"Yes",17,"Low","1",7,6,"High",1,0,0,0
37,"No","Frequently","HR",4,"Master","Medical","Low","Male","High","1","HR Personnel","Very High","Single",2793,4,"Yes",17,"High","1",13,2,"High",9,8,5,8
29,"No","Frequently","HR",1,"Below College","Marketing","Medium","Female","High","3","ResearchDir","Very High","Married",7918,1,"Yes",14,"Very High","1",11,5,"High",11,10,4,1
35,"No","Frequently","HR",1,"Bachelor","Medical","High","Female","High","3","ResearchDir","High","Divorced",8789,1,"Yes",14,"Low","0",10,3,"Very High",10,7,0,8
29,"Yes","Non-Travel","R&D",18,"Below College","Marketing","High","Male","Medium","1","SalesRep","Very High","Divorced",2389,1,"No",13,"High","0",4,3,"Medium",4,3,0,1
52,"No","Non-Travel","R&D",2,"Bachelor","Other","High","Female","Medium","1","LabTech","Very High","Divorced",3212,7,"Yes",15,"Medium","0",6,3,"Medium",2,2,2,2
42,"No","Non-Travel","R&D",4,"College","HR","High","Male","High","5","ManufacturingDir","Very High","Married",19232,1,"Yes",11,"Very High","0",22,3,"High",22,17,11,15
59,"No","Non-Travel","Sales",6,"College","Marketing","Medium","Male","High","1","ResearchSci","High","Married",2267,8,"Yes",17,"Very High","0",7,2,"Medium",2,2,2,2
50,"No","Non-Travel","HR",1,"Master","Marketing","Very High","Female","High","5","ManufacturingDir","Very High","Single",19517,3,"Yes",11,"High","1",32,3,"Medium",7,0,0,6
33,"Yes","Non-Travel","R&D",14,"Bachelor","Marketing","High","Male","High","1","LabTech","Very High","Married",2436,5,"No",13,"High","1",8,2,"Low",5,4,0,4
43,"No","Non-Travel","HR",16,"Bachelor","Medical","Very High","Female","High","4","ManufacturingDir","Very High","Married",16064,5,"No",22,"High","1",22,3,"High",17,13,1,9
33,"Yes","Non-Travel","R&D",2,"College","Other","Low","Female","High","1","LabTech","Low","Married",2707,7,"Yes",20,"Low","0",13,3,"Very High",9,7,1,7
52,"No","Rarely","HR",2,"Master","Other","Low","Male","Medium","5","ManufacturingDir","High","Divorced",19068,1,"No",18,"Very High","0",33,2,"Very High",33,7,15,12
32,"No","Non-Travel","HR",4,"College","Other","High","Female","High","1","HR Personnel","Medium","Married",3931,2,"Yes",11,"Low","1",6,5,"High",4,3,1,2
32,"Yes","Non-Travel","R&D",1,"Bachelor","Other","Very High","Male","Medium","1","LabTech","High","Divorced",3730,0,"No",14,"Very High","0",4,2,"Low",3,2,1,2
39,"No","Non-Travel","R&D",1,"Master","Marketing","High","Female","High","1","LabTech","High","Single",2232,7,"Yes",14,"High","3",7,1,"High",3,2,1,2
32,"No","Rarely","HR",26,"Master","Medical","High","Male","High","2","ResearchDir","Very High","Married",4465,0,"Yes",18,"Low","0",4,2,"High",3,2,2,2
41,"No","Non-Travel","R&D",19,"College","Other","High","Male","High","2","SalesRep","Low","Single",3072,2,"Yes",16,"Low","2",17,2,"Medium",1,0,0,0
40,"No","Non-Travel","R&D",24,"College","HR","Low","Male","High","2","SalesRep","Very High","Single",3319,1,"Yes",17,"Low","2",9,3,"High",9,8,4,7
45,"No","Non-Travel","R&D",1,"Bachelor","Tech","High","Male","Very High","5","ManufacturingDir","Very High","Married",19202,0,"Yes",11,"High","1",25,2,"High",24,0,1,7
31,"No","Frequently","R&D",3,"Master","Marketing","Medium","Male","High","3","Mgr","High","Single",13675,9,"Yes",12,"Low","1",9,3,"High",2,2,2,2
33,"No","Non-Travel","R&D",5,"Master","Other","High","Female","Medium","1","SalesRep","Very High","Married",2911,1,"Yes",13,"High","1",2,2,"Medium",2,2,0,2
34,"No","Non-Travel","R&D",2,"Master","Other","Very High","Male","Medium","2","HealthcareRep","Low","Married",5957,6,"Yes",13,"Medium","1",13,3,"High",11,9,5,9
37,"No","Non-Travel","R&D",1,"College","Marketing","High","Female","Medium","1","SalesRep","Low","Married",3920,2,"Yes",14,"Low","1",17,2,"Medium",3,1,0,2
45,"No","Frequently","R&D",7,"Master","Other","Low","Male","Very High","2","HealthcareRep","High","Married",6434,4,"Yes",17,"Very High","1",9,1,"High",3,2,0,2
37,"Yes","Frequently","R&D",10,"Bachelor","Marketing","Low","Male","High","3","HealthcareRep","High","Single",10048,6,"Yes",11,"Medium","2",17,5,"High",1,0,0,0
39,"No","Frequently","R&D",2,"Master","HR","High","Female","High","3","SalesExec","High","Divorced",10938,0,"Yes",25,"Very High","0",20,1,"High",19,6,11,8
29,"No","Non-Travel","R&D",15,"Bachelor","Other","High","Male","High","1","SalesRep","Very High","Divorced",2340,1,"Yes",19,"Low","0",6,1,"High",6,5,1,5
42,"No","Non-Travel","R&D",17,"College","Other","Very High","Female","Very High","2","SalesRep","Low","Divorced",6545,3,"No",13,"High","0",10,1,"High",3,2,0,2
29,"No","Non-Travel","HR",20,"College","Medical","Very High","Male","High","2","ResearchDir","Very High","Single",6931,2,"Yes",14,"Very High","1",10,2,"High",3,2,0,2
25,"No","Non-Travel","R&D",1,"Bachelor","Other","Low","Female","High","2","HealthcareRep","High","Married",4898,0,"Yes",12,"Very High","2",5,3,"High",4,2,1,2
42,"No","Non-Travel","R&D",2,"Bachelor","Marketing","Very High","Female","Medium","1","LabTech","Low","Single",2593,0,"No",11,"High","1",10,4,"High",9,6,7,8
40,"No","Non-Travel","R&D",2,"College","Marketing","Low","Male","High","5","Mgr","High","Single",19436,0,"Yes",19,"Very High","1",22,5,"High",21,7,3,9
51,"No","Non-Travel","R&D",1,"Bachelor","Other","High","Male","High","1","SalesRep","Very High","Married",2723,1,"Yes",11,"Medium","0",1,0,"Medium",1,0,0,0
31,"Yes","Frequently","R&D",29,"College","Marketing","High","Male","Medium","1","LabTech","Medium","Divorced",3479,0,"Yes",11,"Medium","0",6,2,"Very High",5,4,1,4
32,"No","Frequently","R&D",7,"Bachelor","Other","Medium","Male","Very High","1","LabTech","Medium","Married",2794,1,"Yes",20,"High","0",5,3,"Low",5,1,0,3
38,"No","Rarely","HR",2,"College","Other","Very High","Male","Medium","2","ResearchDir","Very High","Married",5249,3,"Yes",18,"Very High","1",13,0,"High",8,7,7,5
32,"No","Non-Travel","R&D",2,"Below College","HR","Very High","Male","Medium","2","LabTech","Low","Divorced",2176,4,"Yes",13,"Very High","0",9,5,"High",6,2,0,4
46,"No","Non-Travel","HR",2,"Bachelor","HR","High","Female","Low","4","ManufacturingDir","Medium","Married",16872,3,"No",12,"Medium","1",28,2,"Medium",7,7,7,7
28,"Yes","Non-Travel","R&D",2,"Master","Other","Low","Male","High","1","LabTech","High","Divorced",3485,2,"Yes",11,"High","0",5,5,"Low",0,0,0,0
29,"No","Non-Travel","HR",2,"Bachelor","Marketing","Low","Male","Medium","2","ResearchDir","Medium","Married",6644,2,"Yes",19,"Medium","2",10,2,"High",0,0,0,0
31,"No","Non-Travel","R&D",23,"Bachelor","Marketing","Medium","Male","Medium","2","SalesExec","Very High","Married",5582,0,"Yes",21,"Medium","1",10,2,"High",9,0,7,8
25,"No","Rarely","R&D",5,"College","Other","Medium","Male","Very High","2","SalesExec","Low","Single",4000,1,"Yes",12,"Very High","2",6,2,"High",6,3,1,5
45,"No","Non-Travel","R&D",20,"College","Marketing","High","Male","High","4","SalesExec","Very High","Married",13496,0,"No",14,"Medium","0",21,2,"High",20,7,4,10
36,"No","Non-Travel","R&D",6,"Bachelor","Other","Very High","Male","High","1","LabTech","Very High","Married",3210,0,"Yes",11,"High","1",16,4,"High",15,13,10,11
55,"No","Non-Travel","R&D",1,"Bachelor","Marketing","Very High","Male","High","5","ManufacturingDir","Low","Divorced",19045,0,"No",14,"High","0",37,2,"High",36,10,4,13
47,"Yes","Rarely","R&D",29,"Master","Other","Low","Male","High","3","ManufacturingDir","Medium","Married",11849,1,"No",12,"Very High","1",10,2,"Medium",10,7,9,9
28,"No","Non-Travel","R&D",9,"Bachelor","Marketing","Very High","Male","High","1","SalesRep","Very High","Married",2070,1,"Yes",23,"Very High","1",5,3,"Medium",5,2,0,4
37,"No","Non-Travel","HR",6,"Master","Marketing","High","Male","High","2","ResearchDir","Very High","Married",6502,4,"Yes",14,"Medium","1",7,5,"Very High",5,4,0,1
21,"No","Non-Travel","R&D",3,"College","Marketing","Very High","Male","Medium","1","SalesRep","High","Divorced",3230,1,"Yes",17,"Low","0",3,4,"Very High",3,2,1,0
37,"No","Rarely","R&D",1,"Master","Marketing","Low","Female","High","3","Mgr","Very High","Single",13603,2,"No",18,"Low","2",15,2,"High",5,2,0,2
35,"No","Non-Travel","R&D",22,"Bachelor","Other","Medium","Female","Very High","3","ManufacturingDir","Medium","Single",11996,7,"Yes",18,"Medium","1",10,6,"Medium",7,7,6,2
38,"No","Non-Travel","HR",7,"College","Marketing","Low","Female","Very High","2","ResearchDir","Low","Single",5605,1,"No",24,"High","1",8,3,"High",8,0,7,7
26,"No","Frequently","R&D",1,"Bachelor","Other","High","Female","High","2","HealthcareRep","Medium","Single",6397,1,"Yes",20,"Low","1",6,6,"Low",6,5,1,4
50,"No","Non-Travel","R&D",4,"Below College","Other","Low","Male","High","5","Mgr","Medium","Single",19144,3,"Yes",14,"Low","2",28,4,"Medium",10,4,1,6
